Rut Compañía;Compañía;Tipo;N° Patente;Marca;Modelo;Año;Color;Tipo de Siniestro/Perdida;Estado;Tipo operación;Fecha Operación;Monto Percibido M$
96683120-0;PENTA GENERALES;1;WV 3591;AUDI;A4 2.0 MULTITRONIC;2007;GRIS LAVA;2;3;1;24-10-2016;3463,79
96683120-0;PENTA GENERALES;2;WX 1022;MITSUBISHI;L200;2007;BLANCO;2;3;1;09-11-2016;2100
96683120-0;PENTA GENERALES;1;WY 7381;TOYOTA;YARIS GLI 1.5;2007;PLATEADO MICA METALI;2;3;1;21-11-2016;2139,12
96683120-0;PENTA GENERALES;1;XD 2905;TOYOTA;YARIS XLI 1.5;2004;GRIS OSCURO;2;3;1;29-11-2016;1504
96683120-0;PENTA GENERALES;1;XF 2472;VOLKSWAGEN;GOL G3 COMFORTLINE 1.6;2004;PLATEADO LIGHT;2;3;1;07-11-2016;1175
96683120-0;PENTA GENERALES;1;XP 6819;CHRYSLER;TOWN COUNTRY;2004;PLATEADO MET;2;3;1;09-11-2016;1600
96683120-0;PENTA GENERALES;7;XW 3816;HYUNDAI;H1 SV 2.5;2007;BEIGE;2;3;1;07-11-2016;3012,75
96683120-0;PENTA GENERALES;1;YA 7190;MAZDA;3 1.6 AUT;2005;PLATEADO PLATA METAL;2;3;1;15-11-2016;1442
96683120-0;PENTA GENERALES;7;YG 8670;CHRYSLER;CARAVAN 3.3 AUT;2005;BLANCO PIEDRA;2;3;1;07-11-2016;1849,38
96683120-0;PENTA GENERALES;7;YX 8824;FORD;ECOSPORT XLT;2005;PLATEADO;1;1;1;15-11-2016;450
96683120-0;PENTA GENERALES;1;YX 9320;CHEVROLET;CORSA 1.6;2007;BEIGE ANTILOPE;2;3;1;03-11-2016;1167,25
96683120-0;PENTA GENERALES;1;ZJ 1126;MAZDA;3 1.6 AT;2006;PLATEADO;2;3;1;15-11-2016;2200
96683120-0;PENTA GENERALES;7;ZK 6250;PEUGEOT;PARTNER 1.9;2006;BLANCO BANQUISE;2;3;1;15-11-2016;597,4
96683120-0;PENTA GENERALES;7;ZR 7323;VOLVO;FM 12;2006;BLANCO;2;3;1;08-11-2016;6489
96683120-0;PENTA GENERALES;1;ZW 5829;HYUNDAI;ACCENT;2007;PLATEADO;2;3;1;09-11-2016;1700
96837640-3;BNP PARIBAS CARDIF;1;BHXG 15;NISSAN ;TERRANO D CAB 4X4 2.5 ;2008;ROJO METALICO ;2;3;1;28-11-2016;2400
96837640-3;BNP PARIBAS CARDIF;1;BKTZ 97;CHEVROLET ;CORSA PLUS NB 1.6 ;2008;AZUL AEROBLAU ;2;3;1;17-11-2016;1600
96837640-3;BNP PARIBAS CARDIF;1;BPPS 99;HYUNDAI;ACCENT GL 1.4;2008;PLATEADO;2;3;1;07-11-2016;1850
96837640-3;BNP PARIBAS CARDIF;1;BSJD 91;SUZUKI;SX4 GLX SEDAN 1.6;2008;PLATA;2;3;1;14-11-2016;1450
96837640-3;BNP PARIBAS CARDIF;7;BWKV 94;HYUNDAI;SANTA FE GLS FULL 4X4 2.2 A;2009;NEGRO PERLA;2;3;1;22-11-2016;4900
96837640-3;BNP PARIBAS CARDIF;1;BYHG 14;CHEVROLET;SPARK LT HB 1.0;2009;AMARILLO ELECTRICO;2;3;1;08-11-2016;1600
96837640-3;BNP PARIBAS CARDIF;1;CFLY 59;MAZDA;2 V 1.5;2010;PLATEADO PLATA;2;3;1;07-11-2016;1700
96837640-3;BNP PARIBAS CARDIF;7;CVKW 53;KIA MOTORS;SOUL LX DAB 1.6;2011;BLANCO VAINILLA;2;3;1;07-11-2016;2650
96837640-3;BNP PARIBAS CARDIF;1;CXGG 25;CHEVROLET ;SPARK ;2011;PLATEADO METALICO ;2;3;1;28-11-2016;1900
96837640-3;BNP PARIBAS CARDIF;1;DGZT 45;CHEVROLET ;SPARK LITE HB 800CC ;2011;NEGRO ;2;3;1;28-11-2016;1000
96837640-3;BNP PARIBAS CARDIF;1;DHZV 57;CHEVROLET ;AVEO LT 1.4 ;2012;PLATEADO PLATA METAL;2;3;1;23-11-2016;2800
96837640-3;BNP PARIBAS CARDIF;1;DPLP 38;FORD;FIESTA 1.6;2012;NEGRO LISO;2;3;1;14-11-2016;3299
96837640-3;BNP PARIBAS CARDIF;1;DSVY 14;FIAT;GRANDE PUNTO ACTIVE 1.4;2012;BLANCO DIVINO;2;3;1;22-11-2016;1751
96837640-3;BNP PARIBAS CARDIF;1;DXVD 53;SUZUKI;CELERIO GLX HB 1.0;2013;AZUL PERLADO;2;3;1;28-11-2016;1300
96837640-3;BNP PARIBAS CARDIF;1;FDHB 48;CHEVROLET;SPARK LITE HB 1.0;2012;PLATEADO PLATA METAL;2;3;1;22-11-2016;1350
96837640-3;BNP PARIBAS CARDIF;1;FGKC 94;MAZDA;3 SPORT V 1.6;2013;BLANCO MICA;2;3;1;08-11-2016;3451
96837640-3;BNP PARIBAS CARDIF;1;FGLC 60;TOYOTA;YARIS SPORT GLI 1.3;2013;GRIS OSCURO METALICO;2;3;1;21-11-2016;3319
96837640-3;BNP PARIBAS CARDIF;1;FKRB 57;HYUNDAI ;ACCENT RB GLS 1.6 ;2013;ROJO BURDEO ;1;1;1;09-11-2016;800
96837640-3;BNP PARIBAS CARDIF;1;FLJJ 19;TOYOTA;COROLLA XLI 1.6;2013;GRIS OSCURO METALICO;2;3;1;21-11-2016;3599
96837640-3;BNP PARIBAS CARDIF;2;FRZF 59;NISSAN;NAVARA DCAB LE;2013;ROJO PLATA;2;3;1;28-11-2016;4300
96837640-3;BNP PARIBAS CARDIF;2;FVDB 38;TOYOTA;HILUX D CAB 2.5;2013;GRIS OSCURO MICA MET;2;3;1;22-11-2016;8900
96837640-3;BNP PARIBAS CARDIF;1;FZGP 21;HYUNDAI;ACCENT RB GL 1.4;2014;ROJO BURDEO;2;3;1;07-11-2016;3600
96837640-3;BNP PARIBAS CARDIF;1;GJTK 86;KIA MOTORS;NEW CERATO 5 EX 1.6;2014;PLATEADO BRILLANTE;2;3;1;15-11-2016;3800
96837640-3;BNP PARIBAS CARDIF;1;GPLL 46;KIA MOTORS;RIO 5 UB EX 1.4;2014;PLATEADO PLATA BRILL;2;3;1;15-11-2016;3200
96837640-3;BNP PARIBAS CARDIF;1;GZFW 19;CHEVROLET;SAIL LT 1.4;2015;NARANJO METALICO;2;3;1;07-11-2016;2050
96837640-3;BNP PARIBAS CARDIF;1;HCRZ 53;CHEVROLET;SAIL II 1.4;2015;GRIS PIEDRA;2;3;1;21-11-2016;2500
96837640-3;BNP PARIBAS CARDIF;1;HGTH 77;HYUNDAI ;ACCENT RB GL 1.4 ;2015;PLATEADO ;1;1;1;09-11-2016;1000
96837640-3;BNP PARIBAS CARDIF;1;HWRY 55;PEUGEOT ;208 ACTIVE HDI 1.6 ;2016;GRIS SHARK ;2;3;1;23-11-2016;4600
96837640-3;BNP PARIBAS CARDIF;5;QG 0626;YAMAHA;YZF R15;2013;NEGRO VERDE;2;3;1;29-11-2016;7105
96837640-3;BNP PARIBAS CARDIF;1;WD 1538;RENAULT;CLIO EXPRESSION 1.6;2006;GRIS STEPPE;2;3;1;08-11-2016;927
96837640-3;BNP PARIBAS CARDIF;1;WF 6807;RENAULT ;CLIO EXPRESSION 1.6 ;2006;GRIS ICEBERG ;2;3;1;28-11-2016;1510
96837640-3;BNP PARIBAS CARDIF;1;WR 5590;TOYOTA;YARIS XLI 1.5;2007;BLANCO;2;3;1;28-11-2016;1100
96837640-3;BNP PARIBAS CARDIF;7;XA 2423;SUZUKI;BALENO;2004;PLATEADO;2;3;1;14-11-2016;1400
96837640-3;BNP PARIBAS CARDIF;1;XP 8042;FIAT ;PALIO FIRE 1.3 ;2005;ROJO ALPINO ;2;3;1;17-11-2016;700
96837640-3;BNP PARIBAS CARDIF;1;ZN 9060;CHEVROLET;SPARK LT 1.0;2006;ROJO SUPER;2;3;1;14-11-2016;750
96837640-3;BNP PARIBAS CARDIF;1;ZV 7134;TOYOTA;YARIS XLI 1.5;2006;BLANCO;2;3;1;29-11-2016;1624
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;7;BBDY 48;MERCEDES BENZ ;GL 320 CDI ;2008;GRIS ;2;3;1;17-11-2016;6200
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;BBPF 91;MITSUBISHI;LANCER 2.0;2008;PLATEADO;2;3;1;24-11-2016;1100
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;2;BCCZ 41;MAZDA;BT 50 DCAB 4X4 2.5 AT;2008;AZUL;2;3;1;24-11-2016;2684
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;BFFC 45;SUZUKI;ALTO DLX 1.1;2008;BEIGE;2;3;1;28-11-2016;900
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;BGXD 60;KIA MOTORS;G CARNIVAL;2008;GRIS MARENGO;2;3;2;23-11-2016;6400
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;7;BHFW 38;HONDA ;CRV EXS 4X4 2.4 AUT ;2008;CELESTE ;2;3;1;23-11-2016;2400
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;BHKB 55;SAMSUNG;SM3 LE 1.6 AT;2008;VERDE MUSGO;2;3;1;03-11-2016;2750
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;BHYT 88;CHEVROLET ;AVEO 1.4 ;2008;BLANCO GALAXY ;2;3;1;09-11-2016;1400
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;7;BKKV 74;TOYOTA;COROLLA FIELDER 1.8;2008;ROJO;1;1;1;28-11-2016;450
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;BLDW 37;NISSAN ;TIIDA SLJ504 S AT ;2008;ROJO METALICO ;2;3;1;09-11-2016;2000
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;BRGV 37;SUBARU ;NEW IMPREZA 2.0R AWD AUT ;2009;BLANCO SATIN PERLADO;2;3;1;09-11-2016;2800
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;7;BSYK 76;KIA MOTORS ;NEW SORENTO EX 2.5 AUT ;2008;PLATEADO PLATA BRILL;1;1;1;17-11-2016;800
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;7;BTDJ 70;SUZUKI;JIMNY;2008;NEGRO;2;3;2;02-12-2016;1875
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;7;BWFZ 79;HONDA;CRV EXR;2009;BLANCO;2;3;2;18-11-2016;2850
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;BYKD 21;MITSUBISHI;LANCER 1.6;2010;GRIS;2;3;1;24-11-2016;2338
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;2;CDBH 45;KIA MOTORS;FRONTIER II PLUS 2.5;2009;BLANCO INVIERNO;2;3;1;28-11-2016;3300
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;7;CDSW 11;CHEVROLET;CAPTIVA LS 2.4;2010;PLATEADO PLATA METAL;2;3;1;24-11-2016;3573
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;CDXH 37;SUZUKI ;ALTO GL 1.1 ;2009;BEIGE LARO ;2;3;1;09-11-2016;1200
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;CFZB 46;NISSAN ;TIIDA S 1.6 ;2010;PLATEADO PLATA ;2;3;1;23-11-2016;2800
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;CFZP 71;KIA MOTORS;MORNING II EX EPS 1.1;2010;PLATEADO PLATA PLATI;2;3;1;24-11-2016;1608
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;CGZW 49;CHEVROLET;CORSA;2010;PLATEADO METALICO;2;3;2;11-11-2016;1383
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;CHPG 76;SAMSUNG ;SM3 LE 1.6 AUT ;2010;AZUL MARINO ;2;3;1;28-11-2016;1900
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;CHTP 52;NISSAN;PLATINA;2010;PLATEADO;2;3;1;24-11-2016;1560
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;CPGR 12;KIA MOTORS;CERATO SX DAB 1.6;2010;BLANCO;1;1;1;24-11-2016;796
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;CRJS 97;KIA MOTORS ;CERATO C SX DAB 1.6 ;2011;PLATEADO BRILLANTE ;2;3;1;17-11-2016;1300
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;CRWK 59;CHEVROLET;CORSA;2010;GRIS CIBER METALICO;1;1;2;07-11-2016;419
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;CRXJ 60;MAZDA;3 SEDAN V 1.6;2010;PLATEADO PLATEADO;2;3;1;07-11-2016;2650
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;7;CRYZ 32;SSANGYONG;ACTION XDI 2.0;2011;ROJO ELECTRICO;2;3;1;24-11-2016;3197
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;4;CXRT 82;HYUNDAI;NEW H1 GL TCI 2.5;2011;BLANCO PERLA;2;3;1;24-11-2016;4074
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;7;CYZL 28;SUZUKI ;APV 1.6 ;2011;AZUL ;2;3;1;23-11-2016;1600
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;CZFB 79;CITROEN;XSARA;2011;GRIS FER;2;3;2;08-11-2016;2214
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;CZHW 15;HYUNDAI;ELANTRA GLS 1.6;2011;PLATEADO;2;3;1;14-11-2016;2400
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;CZKL 54;CHEVROLET;CRUZE  LS 1.8;2011;BLANCO;2;3;1;14-11-2016;1450
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;DDRK 63;NISSAN;TIIDA S 1.6;2011;GRIS;1;1;1;24-11-2016;655
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;DGJH 25;CHEVROLET;CRUZE LS 1.8;2011;BEIGE CLARO METALICO;2;3;1;21-11-2016;2150
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;DGZR 65;FORD;FIESTA 1.6;2011;AZUL FLAME;2;3;1;07-11-2016;2400
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;7;DJRT 43;KIA MOTORS;SPORTAGE LX GLS 2.0;2012;NEGRO METALICO;2;3;1;24-11-2016;3300
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;DKHC 40;MITSUBISHI;LANCER;2012;GRIS GRAFITO;2;3;2;08-11-2016;3156
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;DKSZ 34;CHEVROLET;SAIL NB 1.4;2012;AZUL METALICO;2;3;1;21-11-2016;1400
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;7;DKTP 60;TOYOTA;RAV;2012;PLATEADO METALICO;1;1;2;08-11-2016;1600
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;7;DPJC 35;RENAULT;KOLEOS DYNAMIQUE 2.5 AT;2012;GRIS LAVA;2;3;1;07-11-2016;3000
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;DRDB 41;HYUNDAI;ACCENT RB GL 1.6;2012;PLATEADO;1;1;1;24-11-2016;833
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;DRHV 46;NISSAN ;VERSA SENCE 1.6 ;2012;BLANCO ;2;3;1;17-11-2016;1200
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;3;DRSJ 36;INTERNATIONAL;9200;2012;BLANCO;2;3;1;07-11-2016;9000
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;DSBG 84;CHERY;IQ  1.1;2012;BLANCO CHERY;2;3;1;14-11-2016;850
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;DWTX 81;CITROEN;C4 N2 HDI 1.6;2012;BLANCO;2;3;1;24-11-2016;3743
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;DYSL 57;NISSAN ;MARCH SENSE HATCHBACK 1.6 ;2012;BLANCO ;2;3;1;09-11-2016;2000
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;DYTY 73;GREAT WALL;VOLEEX C30 1.5;2012;ROJO;1;1;1;24-11-2016;559
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;DYWL 10;BRILLIANCE;DELUXE;2014;AZUL;1;1;2;07-11-2016;570
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;DYZX 57;MAZDA ;2 SPORT 1.5 ;2013;BLANCO MICA ;1;1;1;17-11-2016;700
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;DYZZ 78;NISSAN ;TIIDA 1.6 ;2013;GRIS OSCURO ;2;3;1;17-11-2016;1400
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;2;DZBV 40;CHEVROLET;D MAX;2012;ROJO;2;3;2;09-11-2016;4000
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;7;FBBX 53;CHEVROLET;COMBO VAN 1.4;2012;BLANCO;1;1;1;24-11-2016;507
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;FBLJ 28;TOYOTA ;URBAN CRUISER LS 1.3 ;2013;PLATEADO METALICO ;2;3;1;09-11-2016;3100
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;7;FDHD 64;DAIHATSU;TERIOS GLI 1.5;2014;NEGRO MICA METALICO;2;3;1;14-11-2016;2500
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;7;FDHS 20;FORD;NEW ECOSPORT;2014;NEGRO EBANO;2;3;2;17-11-2016;3850
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;FDKW 18;GREAT WALL ;VOLEEX C30 1.5 ;2012;PLATEADO ;2;3;1;23-11-2016;1400
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;2;FDPX 37;HYUNDAI ;PORTER DCAB HR PS 2.5 ;2012;BLANCO ;2;3;1;17-11-2016;3400
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;7;FFVZ 80;NISSAN;QASHQAI;2013;PPLATEADO;1;1;2;07-11-2016;1140
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;2;FGFR 75;KIA MOTORS;FRONTIER 2.5;2013;BLANCO INVIERNO;1;1;1;21-11-2016;1650
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;FHLB 57;PEUGEOT ;RCZ THP 1.6 AT ;2013;GRIS SHARK ;2;3;1;09-11-2016;3200
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;2;FKDD 90;GREAT WALL;WINGLE;2013;GRIS;1;1;2;23-11-2016;410
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;FKPK 46;FIAT ;LINEA ACTIVE ELX 1.4 ;2014;GRIS CLARO ;2;3;1;23-11-2016;1500
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;FKPP 66;CHERY ;IQ 1.1 ;2014;ROJO CHERY ;2;3;1;17-11-2016;1000
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;FLSV 81;MERCEDES BENZ;A250 CGI AUT;2013;GRIS;2;3;1;24-11-2016;4850
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;FPVL 57;PEUGEOT ;208 ACTIVE 1.2 ;2013;AZUL VIRTUAL ;1;1;1;17-11-2016;700
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;FRFF 19;MERCEDES BENZ;E200 COUPE;2013;GRIS;1;1;2;07-11-2016;2500
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;2;FTBZ 36;TOYOTA ;HILUX DCAB TURBO 4X4 2.5 ;2013;ROJO SUPER ;1;1;1;23-11-2016;1000
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;2;FTVB 53;MAHINDRA;GENIO 2.2;2013;GRIS;2;3;1;24-11-2016;2860
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;2;FTZT 42;VOLKSWAGEN;AMAROK;2013;GRIS METALICO;2;3;2;07-11-2016;8300
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;FVDJ 16;VOLVO ;S 60 R DESIGN ;2013;BLANCO HIELO ;2;3;1;09-11-2016;5200
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;FWCB 14;CHERY;FULWIN SPORT 1.5;2013;GRIS PLATA;2;3;1;07-11-2016;1000
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;FWKJ 39;CHEVROLET;SAIL;2013;PLATEADO;1;1;2;07-11-2016;631
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;FWTC 58;SUZUKI ;SWIFT GLA 1.2 ;2013;GRIS METALICO ;2;3;1;17-11-2016;1300
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;7;FWTJ 18;MERCEDES BENZ;SPRINTER;2013;BLANCO;1;1;2;07-11-2016;3253
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;FXBP 96;CHEVROLET ;SAIL II LS 1.4 ;2013;PLATEADO PLATA ;2;3;1;09-11-2016;3000
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;2;FYLH 11;CHEVROLET;D MAX E4 DCAB 2.5;2014;BLANCO;2;3;1;21-11-2016;5450
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;2;GCGC 39;KIA MOTORS;FRONTIER 2.5;2014;AZUL;2;3;1;22-11-2016;5600
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;2;GCPF 62;NISSAN;TERRANO DCAB DXS 4X4 2.5;2014;BLANCO;1;1;1;24-11-2016;575
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;7;GDHG 88;PEUGEOT ;EXPERT ACTIVE HDI 2.0 ;2014;BEIGE ORO BLANCO ;2;3;1;17-11-2016;2400
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;GDLW 27;MAZDA ;NEW 6 2.0 AT ;2014;NEGRO ;2;3;1;09-11-2016;2800
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;GDZW 33;KIA MOTORS;RIO 4 UB EX 1.4;2014;PLATEADO BRILLANTE;2;3;1;24-11-2016;2050
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;GFJD 86;OPEL ;ASTRA ENJOY 1.6 ;2014;GRIS PHANTOM GREY ;2;3;1;17-11-2016;5400
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;GFJG 60;MERCEDES BENZ;VITO 113;2014;BLANCO;2;3;2;23-11-2016;3210
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;7;GHJP 84;SUZUKI;GRAND NOMADE GLX SPORT 2.4 AT;2014;DORADO BRONCE METALI;2;3;1;21-11-2016;4500
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;GHWH 86;SUZUKI ;SWIFT 1.4 ;2014;NEGRO ;2;3;1;17-11-2016;4000
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;2;GJKF 62;SSANGYONG;ACTYON 2.0;2014;GRIS GRAFITO;2;3;1;24-11-2016;4796
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;GJKG 23;FORD;NEW FIESTA 1.6;2014;GRIS OSCURO;2;3;1;24-11-2016;3256
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;GKPS 85;CHEVROLET;SPARK LITE 1.0;2014;VERDE LIMA;2;3;1;28-11-2016;1700
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;GRRL 72;MAZDA ;NEW 6 2.0 AT ;2014;PLATEADO ;2;3;1;27-10-2016;2100
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;2;GSRT 64;NISSAN;TERRANO DCAB DX 2.4;2014;PLATEADO PLATA;2;3;1;07-11-2016;1920
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;7;GSVK 41;HAFEI;MINYI CARGO 1.0;2014;BLANCO;2;3;1;24-11-2016;1170
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;7;GSYF 96;FIAT;DUCATO;2014;BLANCA BANCHISA;2;3;2;11-11-2016;5859
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;GTSX 97;FAW ;BESTURN B50 1.6 ;2014;BLANCO ;1;1;1;17-11-2016;200
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;2;GTZH 36;SSANGYONG ;NEW ACTYON SPORT 2.0 ;2014;GRIS GRAFITO ;1;1;1;17-11-2016;1500
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;GVDR 65;HYUNDAI;ACCENT;2014;PLATEADO;1;1;2;07-11-2016;1200
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;7;GWTX 33;CHERY;GRAND TIGGO GLX 2.0;2015;ROJO;1;1;1;24-11-2016;1215
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;7;GWVJ 15;BMW;X1 SDRIVE 18D 2.0 AUT;2015;NARANJO VALENCIA;2;3;1;21-11-2016;3700
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;GYDJ 62;SUZUKI;CELERIO GA 1.0;2015;AZUL PERLADO;2;3;1;24-11-2016;2164
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;2;GYJR 38;FORD ;RANGER XLT DCAB 4X4 3.2 ;2015;AZUL AURORA ;2;3;1;17-11-2016;3200
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;2;HBJC 10;MAHINDRA;PIK UP NEW PIK UP;2014;BLANCO;1;1;2;07-11-2016;971
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;7;HBKK 50;FIAT;FIORINO FIRE 1.4;2015;BLANCO BANCHISA;2;3;1;14-11-2016;1500
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;7;HBWJ 89;CITROEN;BERLINGO B9 HDI;2015;BLANCO;1;1;2;07-11-2016;1308
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;HDDV 60;KIA;RIO5;2015;BLANCO PLATA BRILLAN;2;3;2;22-11-2016;3174
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;HDZZ 36;KIA MOTORS ;MORNING EX 1.2 ;2015;NEGRO GALAXIA ;2;3;1;23-11-2016;2000
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;HFPD 43;KIA MOTORS;RIO 4 EX 1.4;2015;BLANCO INVIERNO;2;3;1;27-10-2016;2332
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;2;HFST 37;TATA ;XENON 2.2 ;2015;BLANCO ;1;1;1;17-11-2016;7000
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;HGRP 12;CHEVROLET;AVEO LS 1.4;2015;PLATEADO PLATA METAL;2;3;1;24-11-2016;2728
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;HGTK 27;JAC ;J3 1.3 ;2015;PLATEADO ;1;1;1;23-11-2016;700
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;7;HGTW 19;MAZDA;CX5;2015;PLATEADO METALIZADO;2;3;2;08-11-2016;5880
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;2;HGXW 54;KIA MOTORS;FRONTIER SR 2.5;2015;BLANCO INVIERNO;2;3;1;07-11-2016;4300
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;HHCG 60;HYUNDAI;TUCSON;2016;PLATEADO;1;1;2;23-11-2016;1400
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;HHHB 99;SUZUKI;SWIFT;2015;PLATEADO;2;3;2;16-11-2016;2646
99017000-2;SEGUROS GENERALES SURAMERICANA S.A.;1;HLRG 71;VOLKSWAGEN;GOLF;2016;AZUL NOCHE;2;3;2;22-11-2016;5000
